序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
87,300472,*ST新元,5.9,3.33,0.19,276192.0,164032212.4,10.33,6.2,5.61,5.61,5.71,1.8,11.23,-23.57,190.45,1624025864.0,1450465310.0,-0.84,-0.84,108.48,-10.06
88,300731,科创新源,49.37,3.31,1.58,190253.0,931574665.47,11.59,51.22,45.68,46.42,47.79,1.37,15.83,154.86,10.37,6241938163.0,5932202385.0,0.47,1.09,101.51,129.31
89,301606,绿联科技,52.0,3.3,1.66,14650.0,74423489.12,4.87,52.15,49.7,50.34,50.34,1.23,0.67,35.89,7.68,21575309912.0,11388848068.0,-0.02,0.0,27.39,39.78
90,300373,扬杰科技,57.98,3.28,1.84,120546.0,690154543.79,5.17,58.27,55.37,55.66,56.14,2.07,2.22,28.85,3.57,31503304690.0,31433732923.0,-0.05,-0.34,23.23,34.46
91,300593,新雷能,17.38,3.27,0.55,127914.0,217558880.2,4.28,17.39,16.67,16.69,16.83,0.92,2.84,-53.89,3.9,9428623391.0,7825579647.0,0.64,0.52,19.12,55.18
92,301377,鼎泰高科,53.41,3.23,1.67,42267.0,222501943.98,5.32,53.96,51.21,51.21,51.74,1.37,5.95,75.42,8.98,21898100000.0,3793391840.0,-0.19,-0.35,97.45,155.92
93,300446,航天智造,18.9,3.22,0.59,293373.0,549823095.28,4.26,18.98,18.2,18.26,18.31,2.87,9.42,21.48,3.07,15978251098.0,5888038281.0,-0.11,0.0,9.25,16.45
94,300167,ST迪威迅,7.22,3.14,0.22,149799.0,108358421.0,8.71,7.49,6.88,6.99,7.0,1.13,4.23,-505.6,75.46,2603171000.0,2556493700.0,0.0,-0.28,91.01,216.67
95,300773,拉卡拉,26.7,3.13,0.81,489762.0,1299739480.33,6.06,27.2,25.63,25.9,25.89,3.13,6.67,52.27,6.31,21041802750.0,19606744847.0,-0.26,-0.11,23.5,52.57
96,301548,崇德科技,53.79,3.05,1.59,25943.0,138863961.88,6.92,55.9,52.29,53.69,52.2,3.12,9.89,42.07,3.18,4679730000.0,1411179682.0,0.34,0.32,16.53,25.06
97,300415,伊之密,22.11,3.03,0.65,93725.0,204490486.36,4.1,22.2,21.32,21.42,21.46,2.79,2.07,19.55,3.61,10359907677.0,10017867193.0,0.23,-0.09,8.6,12.98
98,300859,西域旅游,38.79,3.0,1.13,55091.0,211973373.94,3.77,39.0,37.58,37.8,37.66,2.4,3.55,-50.76,8.82,6012450000.0,6012450000.0,-0.03,-0.03,10.67,11.21
99,300129,泰胜风能,7.63,2.97,0.22,398743.0,302927257.09,4.32,7.69,7.37,7.4,7.41,5.57,6.0,39.54,1.59,7133281140.0,5070266824.0,-0.13,0.13,16.31,8.23
100,300976,达瑞电子,61.16,2.96,1.76,32310.0,195508980.17,4.93,61.5,58.57,59.3,59.4,1.08,3.79,35.57,2.42,8141311932.0,5211445557.0,0.16,0.38,45.9,26.63
101,300813,泰林生物,24.36,2.92,0.69,14249.0,33997550.3,4.06,24.38,23.42,23.65,23.67,1.31,1.87,209.2,3.64,2952412975.0,1852604138.0,0.25,0.74,33.99,41.88
102,300468,四方精创,38.84,2.89,1.09,531980.0,2053009768.36,5.11,39.33,37.4,37.69,37.75,2.16,10.04,399.53,12.9,20610417841.0,20577201485.0,0.1,0.26,106.49,139.75
103,300547,川环科技,38.99,2.88,1.09,181334.0,700658997.4,6.2,39.5,37.15,37.46,37.9,1.04,10.17,45.53,7.12,8457171724.0,6948938047.0,0.41,0.15,28.94,43.03
104,301511,德福科技,33.84,2.86,0.94,286752.0,957513918.93,6.38,34.18,32.08,32.51,32.9,1.23,7.66,292.98,5.32,21330096480.0,12674621446.0,-0.24,-0.68,141.54,169.43
105,300215,电科院,6.51,2.84,0.18,258495.0,167094597.76,4.74,6.58,6.28,6.3,6.33,3.1,4.6,-61.5,2.48,4876603157.0,3659764093.0,0.0,0.0,21.91,9.78
106,300680,隆盛科技,43.55,2.83,1.2,104401.0,443555098.92,4.44,43.58,41.7,42.02,42.35,1.17,5.94,42.26,5.2,9917035197.0,7657750997.0,0.9,1.42,1.09,83.29
107,301456,盘古智能,27.0,2.82,0.74,39258.0,105384352.86,3.85,27.18,26.17,26.18,26.26,4.31,6.49,77.67,1.89,4062090735.0,1633501836.0,0.04,0.04,13.59,20.59
108,300662,科锐国际,33.9,2.76,0.91,93630.0,322853203.91,7.61,35.5,32.99,33.32,32.99,2.61,4.77,28.87,3.32,6671735570.0,6654013769.0,-0.18,-0.15,13.49,62.2
109,300419,ST浩丰,6.36,2.75,0.17,101879.0,64049405.0,4.68,6.43,6.14,6.15,6.19,1.66,2.77,-116.19,5.29,2338913977.0,2338913977.0,0.16,0.16,29.53,46.54
110,300093,*ST金刚,14.7,2.73,0.39,42728.0,61204360.5,4.89,14.7,14.0,14.32,14.31,1.85,1.98,-6.29,-3.45,3175200000.0,3170154960.0,0.2,0.48,58.58,6.44
111,301168,通灵股份,39.7,2.72,1.05,21511.0,85304656.49,4.66,40.3,38.5,38.8,38.65,1.59,2.26,57.04,2.23,4764000000.0,3783939400.0,-0.03,0.25,28.77,48.3
112,300696,爱乐达,32.21,2.71,0.85,260748.0,848570171.95,6.98,33.5,31.31,31.76,31.36,1.07,15.46,747.56,5.14,9442457582.0,5434000129.0,0.22,0.34,53.31,107.41
113,300022,吉峰科技,9.08,2.71,0.24,133598.0,119402715.12,3.62,9.12,8.8,8.84,8.84,1.29,2.7,257.37,8.28,4487702650.0,4487603224.0,0.11,0.11,9.53,69.09
114,300185,通裕重工,3.03,2.71,0.08,1087987.0,327474167.44,3.73,3.05,2.94,2.94,2.95,1.57,2.98,75.95,1.78,11807894750.0,11049982231.0,-0.33,0.0,14.77,17.9
115,300499,高澜股份,21.36,2.69,0.56,320590.0,680446988.77,5.19,21.58,20.5,20.7,20.8,1.47,11.81,125.47,4.78,6520109327.0,5797283552.0,0.14,0.09,22.2,5.95
116,300964,本川智能,48.81,2.67,1.27,35892.0,173305311.57,4.12,49.16,47.2,47.23,47.54,2.01,6.52,91.21,3.8,3772929242.0,2687515061.0,-0.02,0.02,25.6,36.34
117,300053,航宇微,14.82,2.63,0.38,490759.0,715998431.02,5.75,14.98,14.15,14.3,14.44,2.82,7.54,2085.67,5.82,10327677467.0,9645136513.0,-0.13,0.0,19.23,13.22
118,300430,诚益通,22.29,2.62,0.57,445039.0,1015276599.06,9.48,24.0,21.94,22.5,21.72,4.53,17.13,120.84,2.73,6086213083.0,5792150319.0,-0.18,-0.18,13.09,46.07
119,300648,星云股份,56.24,2.59,1.42,72100.0,399585578.43,6.22,56.98,53.57,54.3,54.82,1.27,6.79,-609.2,7.04,9801585936.0,5972094049.0,0.86,0.92,62.64,144.52
120,300447,全信股份,17.5,2.58,0.44,134166.0,233265367.04,5.04,17.77,16.91,17.05,17.06,2.18,6.66,97.33,2.76,5465431563.0,3523299325.0,0.0,0.0,24.29,23.94
121,301061,匠心家居,100.56,2.58,2.53,8393.0,83979837.24,6.42,103.29,97.0,97.26,98.03,1.69,0.58,28.18,5.93,21880025406.0,14529355085.0,-0.24,-0.31,76.61,113.28
122,301658,首航新能,34.02,2.56,0.85,69968.0,239535254.96,6.12,34.96,32.93,33.17,33.17,3.88,18.07,66.82,4.02,14028866013.0,1317526866.0,-0.09,-0.18,15.2,191.52
123,300702,天宇股份,25.84,2.54,0.64,23562.0,59789206.0,3.45,25.9,25.03,25.21,25.2,1.09,1.12,26.08,2.52,8991729789.0,5456490241.0,0.31,0.7,18.42,55.57
124,301163,宏德股份,28.5,2.52,0.7,20578.0,57789090.0,3.56,28.5,27.51,27.76,27.8,1.44,3.76,200.47,2.1,2325600000.0,1559680712.0,0.14,0.14,25.44,35.65
125,301009,可靠股份,15.08,2.52,0.37,78160.0,115972929.62,4.69,15.19,14.5,14.57,14.71,1.52,5.99,55.13,3.07,4099648800.0,1968810222.0,-0.59,0.53,20.93,42.0
126,300313,*ST天山,9.51,2.48,0.23,50646.0,48117603.0,3.34,9.64,9.33,9.34,9.28,1.05,2.57,-150.04,-340.61,2976415036.0,1876825023.0,0.11,0.53,79.77,63.97
127,300091,金通灵,2.9,2.47,0.07,607683.0,177904436.38,6.01,3.0,2.83,2.84,2.83,5.4,4.3,-14.81,7.09,4318576221.0,4098544622.0,0.0,0.0,5.45,41.46
128,300765,新诺威,50.22,2.47,1.21,42277.0,210975247.8,4.49,50.8,48.6,48.66,49.01,0.89,0.34,-655.52,19.18,70538657648.0,62627977635.0,-0.1,-0.06,24.65,89.01
129,301035,润丰股份,67.37,2.46,1.62,8124.0,53946726.0,3.38,67.55,65.33,65.75,65.75,1.6,0.29,18.42,2.77,18915540518.0,18885003786.0,0.4,0.63,27.62,39.45
130,301122,采纳股份,24.29,2.45,0.58,29463.0,70604920.4,5.19,24.58,23.35,23.6,23.71,1.93,4.38,96.66,1.66,2969347033.0,1635652967.0,0.08,0.54,21.94,21.57
131,300617,安靠智电,34.72,2.42,0.82,35113.0,120457800.0,2.51,34.72,33.87,34.1,33.9,1.26,2.5,33.23,2.01,5810744616.0,4881341602.0,0.09,0.26,26.35,21.53
132,300847,中船汉光,20.84,2.41,0.49,126194.0,260529420.4,3.64,20.95,20.21,20.21,20.35,1.56,4.26,59.33,4.4,6168848400.0,6168848400.0,1.07,1.07,26.76,22.59
133,300569,天能重工,5.55,2.4,0.13,302308.0,167915665.91,4.06,5.63,5.41,5.44,5.42,3.86,2.96,31.05,1.1,5676043941.0,5658802905.0,-0.18,-0.36,13.73,11.45
134,301121,紫建电子,43.65,2.34,1.0,28014.0,120261855.1,3.82,43.88,42.25,43.2,42.65,1.33,5.54,443.56,2.61,4313757388.0,2208325130.0,-0.16,0.92,19.85,15.26
135,300602,飞荣达,27.1,2.34,0.62,219332.0,585763498.89,3.74,27.23,26.24,26.3,26.48,1.04,5.55,68.25,4.25,15768498980.0,10715444958.0,0.44,0.18,39.05,41.29
136,301015,百洋医药,24.57,2.33,0.56,70936.0,172691710.24,3.0,24.65,23.93,24.02,24.01,1.12,1.35,37.98,6.59,12914470525.0,12912812050.0,-0.28,-0.2,40.56,4.78
137,300165,ST天瑞,4.43,2.31,0.1,74850.0,32889919.0,2.54,4.43,4.32,4.33,4.33,1.94,1.78,173.49,1.71,2195116942.0,1862957247.0,0.23,0.45,34.24,47.18
138,300395,菲利华,77.67,2.31,1.75,107878.0,831082974.94,5.14,78.91,75.01,75.23,75.92,0.96,2.1,96.5,9.71,40564530162.0,39848048567.0,-0.22,-0.19,75.09,107.23
139,300827,上能电气,23.67,2.29,0.53,154524.0,366612610.25,4.15,24.0,23.04,23.08,23.14,2.24,4.03,33.91,5.38,11890538436.0,9073750066.0,-0.08,-0.08,13.69,-24.47
140,300511,雪榕生物,6.73,2.28,0.15,161423.0,107016643.02,3.19,6.74,6.53,6.53,6.58,2.05,3.12,138.84,3.03,4022059786.0,3478463728.0,0.6,0.6,17.66,93.95
141,301397,溯联股份,38.99,2.28,0.87,101074.0,390064460.3,8.5,39.84,36.6,37.07,38.12,2.04,14.29,45.28,3.22,6069296393.0,2758066744.0,0.0,0.78,49.9,102.76
142,300457,赢合科技,20.97,2.24,0.46,244159.0,517017034.36,5.36,21.6,20.5,20.64,20.51,3.03,3.83,224.44,2.16,13613576434.0,13370993272.0,0.19,0.24,19.97,10.25
143,300396,迪瑞医疗,15.5,2.24,0.34,109673.0,169376705.89,4.62,15.75,15.05,15.16,15.16,2.67,4.03,67.4,2.11,4226852496.0,4223005024.0,0.0,0.0,18.77,-3.61
144,300564,筑博设计,17.41,2.23,0.38,85879.0,148281717.0,4.4,17.65,16.9,17.03,17.03,1.62,7.59,-25.36,2.2,2808497632.0,1970731044.0,-0.06,-0.06,38.61,46.8
145,300818,耐普矿机,23.85,2.19,0.51,24702.0,58354669.2,2.87,23.98,23.31,23.41,23.34,1.92,2.26,177.94,2.3,4025226605.0,2611155526.0,0.04,0.21,12.87,-11.96
146,301130,西点药业,34.13,2.19,0.73,20573.0,70041155.0,4.01,34.68,33.34,33.55,33.4,1.39,3.51,78.69,2.92,2610763599.0,2000892888.0,0.23,0.35,25.2,31.32
147,300411,金盾股份,14.0,2.19,0.3,238749.0,330999501.91,4.09,14.14,13.58,13.64,13.7,2.23,7.79,136.25,5.91,5691280098.0,4289603850.0,0.21,0.14,15.51,6.14
148,300776,帝尔激光,67.89,2.17,1.44,36710.0,246817380.22,5.03,68.58,65.24,65.24,66.45,0.97,2.19,28.46,5.46,18572024110.0,11378424762.0,-0.56,-0.83,20.37,7.44
149,301446,福事特,27.31,2.17,0.58,31444.0,85444718.1,5.2,27.82,26.43,26.9,26.73,1.16,9.9,29.05,2.48,2840240000.0,867693320.0,-0.07,-0.07,24.42,24.48
150,301108,洁雅股份,27.18,2.14,0.57,21286.0,56959526.96,3.83,27.33,26.31,26.6,26.61,2.16,3.29,76.01,1.67,3059278929.0,1757341872.0,-0.18,0.33,12.55,48.36
151,301300,远翔新材,42.11,2.13,0.88,20519.0,85824715.28,3.76,42.58,41.03,41.03,41.23,1.52,6.64,40.12,3.43,2732433680.0,1302274574.0,-0.19,-0.09,23.56,66.18
152,301151,冠龙节能,22.22,2.11,0.46,66805.0,147654644.68,3.81,22.51,21.68,21.79,21.76,1.45,11.99,114.21,1.84,3755271102.0,1238474896.0,-0.09,-0.22,40.1,48.33
153,300897,山科智能,29.14,2.1,0.6,28166.0,81078263.31,3.61,29.33,28.3,28.54,28.54,0.83,3.21,108.73,4.24,4086005089.0,2554343367.0,0.0,0.17,50.13,68.24
154,300435,中泰股份,17.0,2.04,0.34,81198.0,137109728.48,3.12,17.13,16.61,16.64,16.66,1.29,2.2,16.36,2.18,6557121000.0,6269848710.0,0.12,-0.29,25.55,43.1
155,301219,腾远钴业,57.42,2.04,1.15,68510.0,395066091.81,4.96,58.5,55.71,55.95,56.27,2.78,3.98,34.27,1.93,16922660590.0,9872181899.0,0.02,-0.28,23.83,28.43
156,300021,大禹节水,5.52,2.03,0.11,681443.0,372569648.9,3.14,5.55,5.38,5.41,5.41,1.31,8.33,161.25,2.27,5341320178.0,4515372194.0,0.18,0.0,18.45,37.66
157,300409,道氏技术,18.66,2.02,0.37,466972.0,861623053.03,3.01,18.75,18.2,18.38,18.29,1.74,6.79,83.44,1.88,14596765463.0,12828556720.0,-0.11,-0.27,32.43,38.94
158,301279,金道科技,24.77,2.02,0.49,24630.0,60097443.67,4.45,24.98,23.9,24.24,24.28,1.5,6.64,54.8,2.46,3213634361.0,919313111.0,-0.24,-0.44,28.88,61.26
159,301175,中科环保,5.55,2.02,0.11,239090.0,131923276.0,3.31,5.6,5.42,5.43,5.44,2.91,3.84,20.81,2.27,8168934000.0,3451434000.0,-0.18,0.0,9.25,5.31
160,301179,泽宇智能,17.36,2.0,0.34,134167.0,227455344.83,4.88,17.44,16.61,16.9,17.02,1.29,5.71,143.89,3.01,6973871300.0,4076217699.0,0.35,0.46,30.04,13.32
161,301016,雷尔伟,18.06,1.98,0.35,41415.0,74153904.92,3.33,18.1,17.51,17.59,17.71,2.15,2.0,267.46,4.12,3944304000.0,3741131835.0,0.17,0.17,1.63,24.21
162,300357,我武生物,26.36,1.97,0.51,107627.0,282965589.84,5.92,26.98,25.45,25.81,25.85,2.01,2.22,46.41,5.84,13801674240.0,12759932444.0,-0.38,-0.04,33.4,31.14
163,300478,杭州高新,17.04,1.97,0.33,60814.0,102278830.7,4.19,17.18,16.48,16.74,16.71,0.85,4.8,-299.07,32.64,2158507920.0,2158507920.0,0.0,-0.29,20.85,89.12
164,300321,同大股份,31.77,1.96,0.61,14503.0,45379239.88,3.21,31.8,30.8,31.25,31.16,1.07,1.64,243.79,4.51,2821176000.0,2816766324.0,0.09,0.03,5.97,54.82
165,300989,蕾奥规划,17.27,1.95,0.33,49377.0,84458298.5,3.25,17.35,16.8,16.9,16.94,2.29,3.28,239.46,3.7,3643271152.0,2601089273.0,-0.17,0.0,2.49,8.96
166,300326,ST凯利,6.27,1.95,0.12,104742.0,64828865.22,3.41,6.29,6.08,6.15,6.15,2.08,1.47,51.66,1.64,4495755108.0,4464623041.0,0.16,0.0,43.15,-3.54
167,300443,金雷股份,23.16,1.94,0.44,83211.0,191988006.0,2.99,23.29,22.61,22.76,22.72,1.84,3.43,33.15,1.22,7414317290.0,5622646882.0,-0.17,-0.17,16.27,16.68
168,301515,港通医疗,23.67,1.94,0.45,60455.0,143672763.85,4.65,24.13,23.05,23.6,23.22,4.04,9.49,374.77,1.91,2367000000.0,1507158846.0,-0.04,-0.04,24.51,32.53
169,300470,中密控股,39.15,1.9,0.73,25517.0,98946714.6,2.13,39.17,38.35,38.42,38.42,1.73,1.29,21.57,3.04,8141702004.0,7724674168.0,0.26,0.31,8.09,5.24
170,300011,鼎汉技术,8.08,1.89,0.15,97079.0,77987481.0,2.65,8.11,7.9,7.94,7.93,2.29,1.94,-75.25,3.45,4513895127.0,4053160938.0,0.0,0.12,11.29,10.99
171,300348,长亮科技,16.81,1.88,0.31,395152.0,656112079.93,3.64,16.9,16.3,16.4,16.5,1.96,5.58,-1316.33,6.45,13628733152.0,11904945230.0,0.12,0.36,30.31,17.63
172,300797,钢研纳克,15.25,1.87,0.28,97690.0,148362328.0,4.07,15.38,14.77,14.83,14.97,3.13,2.58,90.75,5.04,5837452950.0,5773038323.0,0.07,0.13,7.47,30.45
173,300779,惠城环保,185.39,1.86,3.39,27713.0,508300882.6,3.47,187.0,180.68,181.6,182.0,1.26,1.77,3619.77,27.72,36345314063.0,29022036058.0,-0.27,-0.33,35.71,90.14
174,300351,永贵电器,16.79,1.82,0.3,49774.0,82444031.16,2.79,16.86,16.4,16.45,16.49,1.23,1.9,69.99,2.67,6512407768.0,4397007041.0,1.39,1.39,7.15,-5.03
175,300793,佳禾智能,19.09,1.81,0.34,450191.0,881051945.32,6.56,20.23,19.0,19.38,18.75,3.68,12.1,115.12,2.44,7264229733.0,7102756968.0,-0.21,-0.26,17.33,-2.55
176,300852,四会富仕,33.44,1.8,0.59,41872.0,139998108.4,3.65,33.99,32.79,32.8,32.85,3.54,3.06,41.51,3.16,4763596318.0,4577507567.0,-0.12,-0.06,5.89,28.22
177,300816,艾可蓝,34.08,1.79,0.6,15894.0,53678306.0,3.11,34.29,33.25,33.48,33.48,1.57,3.49,36.76,3.23,2726400000.0,1553930322.0,-0.23,-0.18,3.46,33.44
178,300855,图南股份,27.43,1.78,0.48,48609.0,131021952.99,3.64,27.46,26.48,26.98,26.95,0.89,1.66,65.06,5.63,10849429045.0,8035786865.0,0.0,0.4,24.63,26.0
179,300040,九洲集团,7.57,1.75,0.13,244755.0,184974576.77,2.96,7.62,7.4,7.4,7.44,3.04,5.04,50.9,1.96,4632025513.0,3677945174.0,0.0,0.0,-3.93,5.29
180,300872,天阳科技,25.3,1.73,0.43,354966.0,883146848.87,7.56,25.78,23.9,24.6,24.87,1.71,8.41,120.62,3.44,12349463400.0,10677654833.0,0.48,0.6,67.44,61.15
181,300761,立华股份,20.74,1.72,0.35,85062.0,175728585.36,3.09,20.93,20.3,20.49,20.39,1.75,1.39,21.07,1.93,17364972354.0,12669792025.0,0.05,0.05,10.32,9.39
182,300763,锦浪科技,59.3,1.72,1.0,89022.0,529189000.54,3.77,60.3,58.1,58.12,58.3,2.39,2.77,30.31,2.8,23608151009.0,19065489927.0,-0.19,-0.17,8.35,-2.58
183,301603,乔锋智能,60.01,1.69,1.0,16467.0,96960901.52,3.03,60.12,58.33,58.51,59.01,0.74,4.36,24.29,3.41,7246807600.0,2264327325.0,0.94,0.69,18.36,40.8
184,300308,中际旭创,211.96,1.68,3.5,217419.0,4578218644.16,4.12,213.58,205.0,207.0,208.46,1.13,1.97,37.2,11.6,235512642075.0,234357046329.0,-0.56,-0.46,126.4,72.31
185,300105,龙源技术,7.87,1.68,0.13,94495.0,74015204.0,2.33,7.92,7.74,7.78,7.74,1.43,1.83,24.58,2.12,4059459485.0,4056771487.0,0.25,0.13,9.61,4.52
186,300932,三友联众,12.37,1.64,0.2,53676.0,66185523.39,2.88,12.43,12.08,12.12,12.17,1.3,2.35,94.75,2.32,3959686455.0,2820283281.0,-0.24,0.32,8.32,20.45
187,301158,德石股份,19.32,1.63,0.31,37244.0,71240575.8,2.42,19.36,18.9,19.0,19.01,0.98,2.54,32.16,2.17,2905158253.0,2830774727.0,0.1,-0.21,20.07,39.6
188,301072,中捷精工,27.54,1.62,0.44,30294.0,82493017.34,3.28,27.8,26.91,27.14,27.1,1.94,4.51,-67.28,3.78,2892966427.0,1849033479.0,-0.18,-0.22,31.71,45.41
189,300374,中铁装配,17.58,1.62,0.28,58115.0,101353630.0,2.66,17.63,17.17,17.28,17.3,1.99,2.86,-34.34,5.18,4323138884.0,3576200829.0,0.0,-0.06,9.46,-0.51
190,300490,华自科技,10.02,1.62,0.16,157056.0,157791506.92,3.14,10.2,9.89,9.93,9.86,1.15,3.99,-13.93,1.73,3994680153.0,3940471332.0,0.0,0.2,30.13,27.16
191,301323,新莱福,49.27,1.61,0.78,35188.0,173720648.19,4.54,50.1,47.9,48.3,48.49,2.42,5.25,42.42,2.49,5169550790.0,3301442921.0,0.0,0.02,17.48,25.11
192,300684,中石科技,30.84,1.61,0.49,156654.0,478073843.0,4.32,31.12,29.81,30.19,30.35,0.98,7.71,37.41,4.86,9236864437.0,6268074844.0,0.13,0.42,32.36,41.6
193,300931,通用电梯,8.89,1.6,0.14,35174.0,30777152.76,2.97,8.91,8.65,8.7,8.75,1.0,1.75,-59.66,3.47,2134897940.0,1781942831.0,0.0,0.23,31.51,35.31
194,300137,ST先河,6.97,1.6,0.11,109669.0,76497536.62,3.64,7.05,6.8,6.87,6.86,1.5,2.08,81.23,2.28,3739978004.0,3671640186.0,-0.14,-0.29,17.54,15.4
195,300145,南方泵业,4.46,1.59,0.07,1809693.0,787226596.95,7.74,4.54,4.2,4.3,4.39,2.43,9.5,32.09,3.17,8567215053.0,8491810122.0,0.0,-0.45,27.07,20.22
196,301413,安培龙,91.62,1.59,1.43,32340.0,290122875.43,5.78,92.58,87.37,89.58,90.19,1.22,6.14,110.65,7.53,9015589866.0,4825191396.0,-0.32,-0.22,3.76,72.19
197,301361,众智科技,33.51,1.58,0.52,23576.0,78620666.11,2.94,33.9,32.93,33.01,32.99,2.64,8.11,51.19,3.37,3898419360.0,974604840.0,0.03,0.03,9.55,13.52
198,300412,迦南科技,5.79,1.58,0.09,185003.0,106507460.8,3.16,5.84,5.66,5.71,5.7,1.06,3.95,-145.93,2.83,2882010928.0,2708918930.0,0.0,-0.17,15.8,26.97
199,300584,海辰药业,48.71,1.58,0.76,146516.0,693088872.5,10.16,49.97,45.1,46.0,47.95,1.23,17.84,97.18,5.7,5845200000.0,3999827544.0,-0.25,-0.08,125.09,142.82
200,300887,谱尼测试,9.0,1.58,0.14,227305.0,206967002.54,3.5,9.25,8.94,8.98,8.86,2.7,6.28,-11.07,1.66,4911634917.0,3259774980.0,0.0,-0.22,26.23,17.8
201,300204,舒泰神,50.2,1.56,0.77,102516.0,509515238.76,6.11,50.94,47.92,49.0,49.43,0.9,2.17,-2567.86,25.16,23984182261.0,23693360910.0,0.24,0.08,373.14,577.46
202,300881,盛德鑫泰,37.17,1.56,0.57,16588.0,61164091.08,2.49,37.23,36.32,36.59,36.6,1.01,2.89,20.69,4.13,4088700000.0,2133790313.0,0.05,-0.03,28.75,24.94
203,300961,深水海纳,18.95,1.55,0.29,71428.0,135311119.4,3.54,19.27,18.61,18.66,18.66,1.04,4.7,82.26,4.38,3359456000.0,2878337918.0,-0.05,0.0,22.97,88.56
204,301208,中亦科技,47.73,1.55,0.73,63345.0,298597974.28,4.79,48.0,45.75,46.97,47.0,2.67,12.64,130.33,3.78,5727602864.0,2392636169.0,-0.29,-0.35,18.52,24.46
205,301031,中熔电气,86.24,1.53,1.3,10374.0,88745236.4,2.9,86.86,84.4,84.67,84.94,1.4,1.51,34.89,6.99,8479330675.0,5934836723.0,-0.08,-0.06,1.65,23.31
206,300653,正海生物,22.15,1.51,0.33,44844.0,98688616.0,5.5,22.69,21.49,21.73,21.82,1.49,2.49,42.88,4.67,3987000000.0,3987000000.0,0.18,0.23,14.23,6.24
207,300633,开立医疗,33.02,1.51,0.49,56557.0,185951896.2,5.2,33.69,32.0,32.5,32.53,1.87,1.31,442.38,4.64,14288163613.0,14288163613.0,-0.09,0.0,3.19,12.73
208,300509,新美星,9.48,1.5,0.14,38925.0,36503047.0,2.89,9.48,9.21,9.32,9.34,1.29,1.58,33.19,5.01,2809872000.0,2342541398.0,0.32,0.32,21.38,39.82
209,300700,岱勒新材,11.51,1.5,0.17,103420.0,119407162.0,4.32,11.81,11.32,11.34,11.34,1.68,3.82,-35.61,4.9,4558489725.0,3113920223.0,0.0,-0.09,23.37,31.09
210,300631,久吾高科,33.16,1.47,0.48,137447.0,450450169.06,5.94,33.64,31.7,31.72,32.68,2.2,11.4,58.68,3.32,4146439940.0,3999227181.0,-0.12,0.55,63.59,58.51
211,300535,达威股份,19.37,1.47,0.28,18761.0,35851050.24,3.35,19.5,18.86,19.09,19.09,0.82,2.45,90.76,2.2,2030004338.0,1480740541.0,0.1,-0.05,25.94,48.66
212,300416,苏试试验,16.67,1.46,0.24,153064.0,253662189.98,3.04,16.81,16.31,16.42,16.43,1.38,3.03,36.14,3.23,8477491926.0,8420741211.0,0.0,0.12,9.82,43.58
213,300850,新强联,36.12,1.46,0.52,74691.0,269665727.3,3.03,36.5,35.42,35.6,35.6,1.44,2.79,20.18,2.47,13758191329.0,9665826356.0,0.06,-0.03,20.64,89.91
214,300201,海伦哲,5.7,1.42,0.08,209495.0,118723667.78,2.31,5.72,5.59,5.6,5.62,1.7,2.08,50.21,3.74,5751548560.0,5731025756.0,0.0,0.0,12.87,8.99
215,300019,硅宝科技,21.49,1.42,0.3,107754.0,230615539.24,3.3,21.75,21.05,21.05,21.19,1.34,3.12,29.79,3.36,8448077883.0,7420342508.0,0.28,0.14,20.8,49.86
216,301273,瑞晨环保,28.75,1.41,0.4,13770.0,39553120.0,4.51,29.28,28.0,28.35,28.35,1.8,3.98,-23.08,2.18,2059701520.0,995551895.0,-0.03,0.0,17.11,57.19
217,301389,隆扬电子,51.72,1.41,0.72,188636.0,945202728.79,6.75,52.1,48.66,49.95,51.0,1.4,22.98,119.5,6.73,14662620000.0,4245024871.0,-0.44,-0.39,156.8,214.03
218,300675,建科院,15.87,1.41,0.22,38674.0,61080218.88,2.43,15.96,15.58,15.67,15.65,0.98,2.64,-16.38,4.1,2327600529.0,2327600529.0,0.06,-0.13,12.08,-1.49
219,300390,天华新能,20.54,1.38,0.28,137881.0,282408564.54,3.46,20.81,20.11,20.35,20.26,2.17,2.05,1309.05,1.57,17063621186.0,13803041280.0,0.0,-0.05,13.42,-8.51
220,300960,通业科技,33.9,1.38,0.46,23623.0,79495136.32,3.71,34.36,33.12,33.4,33.44,0.75,1.8,-442.21,8.52,4896660584.0,4436773184.0,1.19,1.38,56.94,91.74
221,300867,圣元环保,18.34,1.38,0.25,66047.0,120972872.31,3.32,18.58,17.98,18.1,18.09,2.39,3.45,19.53,1.34,4983730912.0,3514454255.0,0.05,0.0,5.1,42.61
222,300485,赛升药业,14.74,1.38,0.2,152115.0,222208497.0,4.4,14.95,14.31,14.55,14.54,0.89,5.56,44.41,2.09,7099762736.0,4036065263.0,0.0,0.27,79.98,110.27
223,301519,舜禹股份,14.77,1.37,0.2,18362.0,26944174.0,2.2,14.84,14.52,14.62,14.57,1.31,2.35,-36.67,1.67,2424643200.0,1152244625.0,-0.07,-0.14,15.21,10.14
